date,address,postal_code,county,price,not_full_market_price,vat_exclusive,description_of_property,property_size_description
"02/10/2012","9 Glenwood, Herbert Road, Bray","","Wicklow","€410,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2012","9 Orchard Avenue, Clonsilla","","Dublin","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2012","98 Ard na Sidhe, Caherslee, Tralee","","Kerry","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2012","Apartment 10, Clifden Court, Clifden","","Galway","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2012","Apartment 4, Tailteann Court, Mullingar","","Westmeath","€63,436.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"02/10/2012","Apartment 63, Tailteann Court, Mullingar","","Westmeath","€73,127.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"02/10/2012","Apartment 9, Blind Quay, 5-10 Exchequer Street","","Dublin","€163,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","'Kenmare', Ashgrove Park, Bishopstown  Cork","","Cork","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","'Knockroe', Bernadette Way, Boreenmanna Road","","Cork","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","1 Darley Street, Harold's Cross","","Dublin","€217,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","1 Whitecastle, Quigleys Point","","Donegal","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","10 Cherry Court, Loughlinstown, County Dublin","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","107 Cherrywood Grove, Clondalkin, Dublin 22","","Dublin","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","113 Homefarm Road, Drumcondra","Dublin 8","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","115 St Brigid's Grove, Artane, Dublin 5","Dublin 5","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","117 Belgrove Park, Mount Prospect Lawns, Mount Prospect Avenue  Clontarf","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","12  Talbot Road, Malahide","","Dublin","€324,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","12 Cherryvale Estate, Youghal","","Cork","€82,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13  Barnwell Green, Barnwell, Hansfield","","Dublin","€105,682.81","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","13 Chapel Grove, Balbriggan","","Dublin","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13 Coburg Place, Seville Place","Dublin 1","Dublin","€49,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13 High Street, Birr","","Offaly","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13 Meadowbrook close, Maynooth","","Kildare","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13 Streamville Court, Killiney","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","13 Yellow Lough Park, Rathangan","","Kildare","€160,969.16","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","139 Church Road, Eastwall, Dublin 3","Dublin 3","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","14 Slaney Bank Avenue, Rathvilly","","Carlow","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","14 Wolseley Park, Mount Wolesley, Tullow","","Carlow","€75,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","16 Brentwood Crescent, Earlscourt, Dunmore Road","","Waterford","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","16 Carrigoona Close, Kilmacanogue","","Wicklow","€73,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","16 Rinawade Av, Leixlip","","Kildare","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","16 THE ORCHARDS, TULLOW ROAD, CARLOW","","Carlow","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","166 Point Road, Dundalk","","Louth","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","17  Castlewood Park, Rathmines, Dublin 6","","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","17 Beechpark, Leixlip","","Kildare","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","17 Mourne View, Skerries","","Dublin","€109,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","17 The Mews, Fairfield Park, Old Tramore Road","","Waterford","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","18 Kilnap Green, Farranree, CORK","","Cork","€40,200.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","18 THE MEADOWS, BALLAGHADERREEN","","Roscommon","€42,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","186 Cartur Mor, Clybaun Road, Galway","","Galway","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","19 Rosmeen Gardens, Dun Laoghaire","","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","19 Woodlawn Park Grove, Firhouse, Dublin 24","","Dublin","€234,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","2  Meadowcourt, Stillorgan Park, Blackrock","","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","2 Caherina Cross, Tralee","","Kerry","€50,710.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","2 LULLYMORE TERRACE, SOUTH CIRCULAR ROAD, DUBLIN","Dublin 8","Dublin","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","2 St. Wolstans Court, Celbridge","","Kildare","€275,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","2 Toormore, Bruree","","Limerick","€109,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","20 ARD SHEE, COCKLE HILL, BLACKROCK","","Louth","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","20 Rathsalin, Carlow Road, Tullow","","Carlow","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","20 Sandyford View, Sandyford","","Dublin","€167,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","21 Laurel Court, Castleknock","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","22 Brackenwood Drive, Balbriggan","","Dublin","€59,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","22 Chelmsford Lane, Ranelagh, Dublin 6","Dublin 6","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","22 The Briary, Rosehill, Carrigaline","","Cork","€172,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","23 Carton Square, Dillions Row, Maynooth","","Kildare","€136,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","23 Hampton Crescent, St. Helens Wood, Booterstown","","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","24  BRANDON CRESCENT, THE GLEN, CORK","","Cork","€42,625.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","24 Hillview, Clarecastle","","Clare","€87,899.70","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","25 Courtfields, Raheen","","Limerick","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","25 O'Neill Park, Newtownmountkennedy","","Wicklow","€149,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","25 The Glen, Oldtown Mill, Celbridge","","Kildare","€158,590.30","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","26 Michael Collins Park, Clondalkin","","Dublin","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","3 Whites Villas, Dalkey","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","30 Carton Square, Dillons Row, Maynooth","","Kildare","€176,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","30 Georgian Close, Drogheda","","Louth","€137,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","302 The Hawthorns, Wedgewood, Sandyford","","Dublin","€291,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","31 Pebble Lawn, Pebble Beach, Tramore","","Waterford","€49,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","32 Glenaulin, Chapelizod, dublin 20","","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","32 The rise, Dun Coran, Youghal","","Cork","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","35 FERNDALE AVENUE, FINGLAS","","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","35 Prospect Court, Rathfarnham","","Dublin","€280,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","36 Tycor Avenue, Waterford","","Waterford","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","37 Beverly Downs, Knocklyon","Dublin 16","Dublin","€278,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","39 High Field, Tramore","","Waterford","€36,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","4 5 Rosewood Manor, Innishannon","","Cork","€249,927.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","4 Watergold, Douglas, Cork","","Cork","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","40 Kilmurray Cottages, Kilmacanogue","","Wicklow","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","42 levmoss avenue, the gallops, sandyford","","Dublin","€250,997.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","45 ASSUMPTION TERRACE, ROSBERCON, NEW ROSS","","Wexford","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","462 Griffith Avenue, Glasnevin, Dublin 11","Dublin 11","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","47 North Avenue, Mount Merrion","","Dublin","€795,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","488 Howth Road, Raheny","","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","5 Beechdale, Kilcoole","","Wicklow","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","5 Castlebrook, College Court, Castletroy","","Limerick","€132,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","5 Ripley Hills, Killarney Road, Bray","","Wicklow","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","5 Rosewood Drive, Mount Pleasant","","Waterford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","50 BEECHPARK COURT, COOLOCK","Dublin 5","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","50 Larchfield Rise, Yew Wood, Youghal","","Cork","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","50 Thornhill Heights, Celbridge, Co Kildare","","Kildare","€169,950.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","509 River Forest, Leixlip","","Kildare","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","517 Galloping Green, Blackrock","","Dublin","€282,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","53 LARCHVILLE, WATERFORD","","Waterford","€66,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","53 Newbury Avenue, Clonshaugh, Dublin 17","Dublin 17","Dublin","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","54 Achill Square, Waterville, Blanchardstown","","Dublin","€210,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","55 MOnksfield Walk, Clondalkin, Dublin 22","","Dublin","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","56 Doyle Road, Turners Cross","","Cork","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","58 CLAREMONT Estate, Navan","","Meath","€58,631.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","6 Brookside Gardens, Old Road, Rush","","Dublin","€157,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","6 Clarnwood, Freshford Road, Kilkenny","","Kilkenny","€226,155.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","6 Oakglade, Craddockstown, Naas County Kildare","","Kildare","€208,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","6 Station View, Ennis","","Clare","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","60 Upper Clevedon, Kilmoney Road, Carrigaline","","Cork","€169,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","616 St Marys Park, Leixlip, Co Kildare","","Kildare","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","62 Shamrock Drive, Bailieborough Road, Kingscourt","","Cavan","€123,348.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","68 Tegan Court, Mucklagh","","Offaly","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","7 Parklands Way, Maynooth","","Kildare","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","7 Seabrook, Brook Lane, Rush","","Dublin","€209,393.17","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","7 Venetian Hall, Howth Road, Killester","Dublin 3","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","70 Applewood Heights, Greystones, Co Wicklow","","Wicklow","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","70 Iveagh Gardens, Crumlin, Dublin 12","Dublin 12","Dublin","€226,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","71 The Downings, Prosperous","","Kildare","€154,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","74  Davitt Road North, Wexford","","Wexford","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","8 Kincora Drive, Clontarf","Dublin 3","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","81 College Road, Cork","","Cork","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","83 Ranelagh Road, Ranelagh, Dublin 6","Dublin 6","Dublin","€850,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","85 Seabury Lawns, Mornington","","Meath","€99,177.62","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","85 The Heath, Ramsgate Village, Gorey","","Wexford","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","89 Woodgrove, Ballyfin Road, Portlaoise","","Laois","€78,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","9  Sunmount, Military Road, Cork","","Cork","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","9 ELM GREEN, ARDNORE, KILKENNY","","Kilkenny","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","9 Gracepark Meadows, Drumcondra","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","9 The Moorings, Fitzwilliam Quay","","Dublin","€148,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","91 Griffith Place, Waterford","","Waterford","€49,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","APARTMENT 1A, NEWTOWN COURT, NEWTOWN","","Waterford","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Apartment 25, Spencer House, Mayor Street Lower","","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Apartment 5B Riverside, Military Road, Boyle","","Roscommon","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","apartment 5, Edward Court, Tralee","","Kerry","€64,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Apt 26 Hazelbrook, Upper Kilmacud Road","","Dublin","€240,750.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Apt 46 Booterstown Wood, Booterstown Ave, County Dublin","","Dublin","€255,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/10/2012","Apt. 37  Oakglade Hall, Craddockstown, Naas","","Kildare","€78,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Ardcarraig, Circular Road, Dangan Upper  Galway","","Galway","€695,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Ardgehane, Bandon","","Cork","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Ballycondra, Ballyragget, Co. Kilkenny","","Kilkenny","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Ballyogan, Barefield, Ennis","","Clare","€464,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Ballywilliam, Rathkeale, Co. Limerick","","Limerick","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Bloomfield Cottage, Ballyfroy, Duncormick","","Wexford","€69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Bracknahevla, Streamstown, Mullingar","","Westmeath","€82,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Camas, Bruff","","Limerick","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Clareville, Pouladuff Road","","Cork","€104,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Creaden View Mews, Dock Road, Dunmore East","","Waterford","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Creggaun, Caltra, Ballinasloe","","Galway","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Curraghatoosane, Ballybunion Road, Listowel","","Kerry","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Dean Lodge, Shanagolden","","Limerick","€8,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Dean Lodge, Shanagolden","","Limerick","€116,667.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Denam House, Taylors HIll","","Galway","€495,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Derrynane, 3 Wynnsward Drive, Clonskeagh","","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Drumacoo, kilcolgan","","Galway","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","FAIRVIEW, ST. BRENDAN'S ROAD, TRALEE","","Kerry","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Farrancallin, Crookedwood, Mullingar","","Westmeath","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Flat No. 4 Granuaile, 225A Lower Kimmage Road","","Dublin","€127,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Forest, Taghmon, County Wexford","","Wexford","€53,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Gorsefield, Glenalua Road, Killiney","","Dublin","€740,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Gortahoosh, Glenflesk, Killarney","","Kerry","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Inchamore, Ballina","","Tipperary","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Kilcommonmore, Cahir","","Tipperary","€215,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Killeens, Crossbarry","","Cork","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Kilmore, Athleague","","Roscommon","€80,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","Kilpatrick, Bandon, County Cork","","Cork","€274,999.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Loughnacappagh, Ballymacelligott, Tralee","","Kerry","€325,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","No. 15 Rathgoggin Heights, Charleville","","Cork","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","No. 2 Ballineaspig Lawn, Bishopstown, Cork","","Cork","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","No. 8 The Rise, Five Oaks, Dublin Rd Drogheda","","Louth","€182,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"19/10/2012","Pearse Road, Sligo","","Sligo","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Pound Road, Castlebar","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Prince Patrick Cottage, Knocknacree Road, Dalkey","","Dublin","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Rathmore, Kilkerley","","Louth","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Riverwood House, Glyntown, Glanmire","","Cork","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Streamstown, Mullingar","","Westmeath","€160,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","St. Anthony's, William Street, Wexford","","Wexford","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Tara Nua, Dunmahon, Ennis Road","","Limerick","€261,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Tara, Maryborough Hill, Cork","","Cork","€655,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Teach Aoibheann, The Kish, Arklow","","Wicklow","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","The Dell, Glandore","","Cork","€247,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","The Square, Ballyragget, Co. Kilkenny","","Kilkenny","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Townhouse 2, Clancy's Mill, Kilrush","","Clare","€26,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/10/2012","Tullaghcullion, Donegal Town","","Donegal","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/10/2012","6 Wheatfield Road, Portmarnock","","Dublin","€175,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"21/10/2012","114 Rathlin House, Custom House Square","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2012","12 Glenaulin Road, Palmerstown, Dublin 20","Dublin 20","Dublin","€178,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2012","40 Gleann na Ri, Druid Valley, Cabinteely","Dublin 18","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2012","46 Collinswood, Collinswood Avenue","","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/10/2012","Bottomstown, Hospital","","Limerick","€41,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","1 Admiral Park, Baldoyle, Dublin 13","","Dublin","€302,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","1 Westbrook Green, Balbriggan","","Dublin","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","10 BEECHWOOD AVENUE, BALLYJAMESDUFF","","Cavan","€80,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"22/10/2012","10 Castle Gardens, Ballybofey","","Donegal","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","10 Cloonlara Crescent, Finglas","Dublin 11","Dublin","€35,750.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","103 Clonattin Village, Gorey","","Wexford","€61,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","108 Rusheeny Court, Rusheeny Village, D 15","Dublin 15","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","123 Rockford Park, Blackrock, Co. Dublin","","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","131 Lorcan Avenue, Santry, Dublin 9","Dublin 9","Dublin","€70,500.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","135  Cooley road, Drimnagh","","Dublin","€142,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","137 Cedarbrook Avenue, Cherry Orchard","Dublin 10","Dublin","€195,744.34","Yes","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","139 Whitehall Road, Terenure, Dublin 6w","","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","14 delhurst terrace Ongar d15, ongar","","Dublin","€157,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","148 Rockenham, Ferrybank","","Waterford","€76,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","15 LINTOWN GARDENS, LINTOWN HALL, JOHNSWELL ROAD  KILKENNY","","Kilkenny","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","156 Charlemont, Griffith Avenue, Dublin 9","Dublin 9","Dublin","€283,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","16 El Greco, St. James' Court, Serpentine Avenue  Ballsbridge","Dublin 4","Dublin","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","17 Park Heights, Grange Rath, Drogheda","","Meath","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","176 Ballygall Road East, Glasnevin","","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","18 Beechfield Lawn, Clonee","","Dublin","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","19 Lynn Avenue, Mullingar","","Westmeath","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","19 Ros Aitinn, Clybaun Road, Galway","","Galway","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","1a Carriglea Walk, Firhouse, Dublin 24","","Dublin","€227,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","2 Knocknarrow Terrace, Kilmainham Lane, Dublin 8","","Dublin","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","20 Brighton Gardens, Rathgar, Dublin 6","","Dublin","€327,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/10/2012","21 Kelly's Bay Moorings, Skerries, Co Dublin","","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
